APRCRank,APRCGrade,CODE,PI,EXEC,SCICAT,BANDS,time12m_aprc,time7m_aprc,timeTP_aprc,timeNonStd_aprc,Proposal title
430,C,2015.1.01014.S,Peretto Nicolas,EU,3,3,7.0,14.1,28.2,0.0,What can hubs tell us on massive star formation?
431,U,2015.1.00234.S,Krips Melanie,EU,2,8,4.4,3.2,0.0,4.4,Atomic Carbon in nearby active galaxies
432,U,2015.1.00639.S,Maiolino Roberto,EU,1,6,15.0,0.0,0.0,0.0,The assembly of normal protogalaxies in the early Universe (z>7)
433,C,2015.1.00306.S,Plunkett Adele,NA,3,36,6.5,13.1,26.2,0.0,The earliest stages of molecular outflow activity from the young protostar Lupus 3 MMS
434,U,2015.1.01423.S,Greaves Jane,EU,4,9,1.1,0.0,0.0,1.1,Confirming a proto-planetary disc around the Geminga pulsar
435,B,2015.1.00126.S,Izumi Takuma,EA,2,7,5.2,0.0,0.0,0.0,Submillimeter nature of a putative molecular torus in the type-1 low-luminosity AGN of NGC 1097
436,C,2015.1.00978.S,Sandstrom Karin,NA,2,763,12.1,0.0,0.0,0.0,Revealing the Cause of "Starburst"-like Conversion Factors in Nearby Galaxy Centers
437,B,2015.1.00490.S,Honda Mitsuhiko,EA,4,67,5.6,0.0,0.0,0.0,Resolving the double gaps in the disk around HD 169142
438,U,2015.1.00458.T,Horesh Assaf,OTHER,5,3,9.9,0.0,0.0,0.0,Revealing the mass-loss process of flash-spectroscopy supernova progenitors
439,C,2015.1.01308.S,Mundy Lee,NA,3,6,6.0,0.0,0.0,0.0,From Dark to Light: Star Clusters in Formation
440,U,2015.1.01033.S,Nikola Thomas,NA,1,9,4.7,0.0,0.0,4.7,SMM J030227.73+000653.5: A Cartwheel Analog at High-z?
441,B,2015.1.00802.S,Koyama Yusei,EA,1,7,4.7,0.0,0.0,0.0,Pinpointing dust-enshrouded star-forming regions within young proto-cluster galaxies at z=2.16
442,U,2015.1.00036.S,Maud Luke,EU,3,67,14.4,0.0,0.0,12.1,Envelope to Disk : Tracing the 3D infall and rotation onto the massive protostar W33A
443,C,2015.1.00971.S,Randall Scott,NA,2,6,2.0,0.0,0.0,0.0,Mapping the Molecular Gas in NGC 5813
444,B,2015.1.00250.S,Aravena Manuel,CL,1,46,4.6,0.0,0.0,0.0,Resolving the molecular ISM in a unique star-forming disk galaxy at z=2
445,C,2015.1.00316.S,Tobin John,EU,3,6,7.8,0.0,0.0,0.0,Are Close Binaries Formed Through Disk Fragmentation?
446,U,2015.1.00510.S,Guilloteau Stephane,EU,4,6,4.1,0.0,0.0,0.0,Edge-on disks as test-bed of turbulence and chemistry: the Flying Saucer
447,U,2015.1.00709.S,Isella Andrea,NA,4,7,5.6,0.0,0.0,5.6,Imaging a newborn planetary system with ALMA
448,C,2015.1.00587.S,Verdes-Montenegro Lourdes,EU,2,3,6.3,0.0,0.0,0.0,Why do isolated galaxies host red pseudobulges?
449,C,2015.1.00665.S,Smith John-David,NA,2,6,5.3,8.7,4.3,0.0,After the Fall: Mapping the Molecular Fuel in Post-Starburst Galaxies
450,B,2015.1.00141.S,Kervella Pierre,CL,5,76,5.5,0.0,0.0,4.2,Kinematics of the incipient bipolar nebula of L2 Puppis
451,C,2015.1.00453.S,Fuente AsunciÃ³n,EU,3,6,5.4,0.0,0.0,0.0,[HCN]/[HNC]: A fundamental problem in Astrophysics
452,B,2015.1.00066.S,Ando Ryo,EA,3,6,3.2,0.0,0.0,0.0,Looking into ``invisible" ISM: Physics and chemistry of Galactic molecular absorption systems under PDR-like environments
453,C,2015.1.00470.S,Mainieri Vincenzo,EU,1,3,3.6,0.0,0.0,0.0,Cold gas in AGNs hosts: walking along the 'main-sequence' of star-forming galaxies.
454,U,2015.1.00164.S,Geach James,EU,1,498,3.9,0.0,0.0,2.1,Resolving gas and dust on 175-350pc scales in a z=2.6 radio-loud AGN 
455,U,2015.1.01374.S,Fischer Jacqueline,NA,2,9,12.6,0.0,0.0,12.6,"Hyperluminous Hot, Dust-Obscured Galaxies at z ~ 2.7 - 4.6: Their Power Source(s), Feedback, and Host Galaxies"
456,B,2015.1.00995.S,Rojo Patricio,CL,4,6,1.5,0.0,0.0,0.0,Diurnal Variations in Molecular Species on Io
457,U,2015.1.01378.S,Zhang Ke,NA,4,76,4.4,0.0,0.0,0.0,Characterizing dust growth inside pressure traps
458,U,2015.1.00045.S,Sanchez-Monge Alvaro,EU,3,7,2.7,0.0,0.0,0.0,G24.78+0.08 A1: An expanding hypercompact HII region?
459,B,2015.1.01447.S,Aravena Manuel,CL,1,6,13.7,0.0,0.0,0.0,The ALMA 1.2mm spectroscopic survey of the Hubble Ultra Deep Field: Exploring the deepest frontier
460,C,2015.1.00305.S,Veilleux Sylvain,NA,2,3,8.5,0.0,0.0,5.3,Quasar Feedback: Connecting the Accretion Disk Wind to the Large-Scale Molecular Outflow
461,U,2015.1.00689.S,Randall Suzanna,EU,5,6,1.9,0.0,0.0,0.0,Unveiling the enigmatic AGB star GX Mon
462,C,2015.1.01339.S,Olmi Luca,EU,3,6,9.1,18.1,0.0,0.0,Identifying the transition phase of the clump mass function toward the IMF
463,U,2015.1.01560.S,Kraus Stefan,EU,4,7,1.0,0.0,0.0,1.0,The GW Ori PMS triple system as a laboratory to study gap-opening and hydrodynamic processes in planet-forming discs
464,B,2015.1.00384.S,Onishi Toshikazu,EA,3,8,2.7,5.5,10.9,2.7,Detailed molecular gas distribution of an active star forming region within a low-metallicity environment: CI observations of N83 in the Small Magellanic Cloud(SMC)
465,U,2015.1.00843.S,Sandor Brad,NA,4,7,2.8,0.0,0.0,0.0,"Dynamics of the Venus Upper Atmosphere: 3-D mapping of Dayside Temperature, CO, WInds, and Transition to the Supersonic Terminator"
466,U,2015.1.01473.S,BaÃ±Ã³ Esplugues Gisela,EU,2,46,5.9,0.0,0.0,0.0,The CND structure of NGC1068
467,B,2015.1.01590.S,Cassata Paolo,CL,1,34,4.3,0.0,0.0,0.0,Constraining the molecular gas content of normal star-forming galaxies at 3<z<3.5
468,B,2015.1.01602.S,Schramm Malte,EA,1,3,5.1,0.0,0.0,5.1,Where are the missing stars? - Quasar hosts with extreme stellar mass deficit at z ~ 3 and the co-evolution picture
469,B,2015.1.00992.S,Chen Vivien,EA,3,6,3.2,0.0,0.0,3.2,Zooming into a massive "hourglass": where is the smoking gun of magnetic braking?
470,B,2015.1.00102.S,Iono Daisuke,EA,2,7,8.9,0.0,0.0,0.0,Warm and Dense Molecular Gas in Local Merging ULIRGs
471,C,2015.1.01309.S,Zhang Zhiyu,EU,1,34,5.4,0.0,0.0,0.0,ALMA as a sensitive IMF probe in galaxies: opening a new frontier
472,B,2015.1.00727.S,Akiyama Kazunori,EA,2,3,3.0,0.0,0.0,3.0,Locating the origin of the radio jet in the blazars
473,U,2015.1.00835.S,Loinard Laurent,OTHER,5,7,0.7,0.0,0.0,0.7,Giant factory caught contaminating the environment: dust and molecules expelled by eta Carinae
474,U,2015.1.00913.S,de Pater Imke,NA,4,67,4.4,0.0,0.0,4.4,Characterization of Io's Atmosphere
475,B,2015.1.01268.S,Higuchi Aya,EA,4,6,12.1,0.0,0.0,12.1,ALMA long baseline observations of DGTau
476,U,2015.1.00954.S,Kong Shuo,NA,3,7,3.8,0.0,0.0,0.0,A Hunt for Massive Starless Cores II. Deuteration and Core Dynamics
477,U,2015.1.00450.S,Codella Claudio,EU,3,7,4.6,0.0,0.0,3.6,The role of outflows and magnetic field in star/disk formation: the HH212 test case
478,B,2015.1.00881.S,Takano Shuro,EA,2,8,7.7,0.0,0.0,7.7,Effects of active galactic nucleus and starburst in the nearby galaxy NGC 1068: High spatial resolution images of neutral carbon (CI)
479,U,2015.1.01399.S,Weiss Axel,EU,1,3,17.1,0.0,0.0,0.0,Too faint in the optical - CO redshifts of ALESS SMGs
480,B,2015.1.00026.S,Ibar Edo,CL,1,76,9.7,0.0,0.0,0.0,A resolved view to the dust content in star-forming Halpha galaxies at z = 1.47-2.23
481,U,2015.1.01394.S,Flaherty Kevin,NA,3,7,2.3,0.0,0.0,0.0,Probing the Environment of a Unique Pulsating Protostar with ALMA
482,U,2015.1.01360.S,Usero Antonio,EU,2,6,2.9,0.0,0.0,0.0,Resolving the extreme molecular outflow of IRAS 17208-0014 
483,B,2015.1.01136.S,Gonzalez Jorge,CL,1,6,4.8,0.0,0.0,0.0,Detecting [CII] emission from a strongly lensed galaxy at the end of the reionization epoch.
484,C,2015.1.00243.S,Joergens Viki,EU,4,68,6.4,0.0,0.0,2.0,First mm-observation of a disk around a free-floating planet
485,B,2015.1.00527.S,Pinte Christophe,CL,4,36,3.1,0.0,0.0,0.0,Chracterising the gas and dust content in the disc surrounding IM Lupi
486,B,2015.1.01107.S,Simionescu Aurora,EA,2,7,3.0,0.0,0.0,0.0,Is precipitation driving radio mode AGN feedback in giant ellipticals?
487,U,2015.1.00647.S,Harper Graham,NA,5,346798,3.4,0.0,0.0,3.4,Stars on the Verge -Thermal Continuum Tomography of the Nearby Red Supergiant SN II progenitor: Antares
488,U,2015.1.00774.S,Kumar Nanda,EU,3,6,4.8,0.0,0.0,0.0,Mapping a binary O-star system in formation: The circumstellar environment of GAL333.6-0.2 
489,U,2015.1.01389.S,Gueth Frederic,EU,3,7,5.4,0.0,0.0,5.4,The collimation of the HH212 jet: zooming-in on 20 AU scale
490,C,2015.1.00082.S,David Laurence,NA,2,6,3.6,0.0,0.0,0.0,The Molecular Cloud Population in the Cooling Flow Group NGC 5044
491,C,2015.1.01355.S,Strazzullo Veronica,EU,1,4,4.0,0.0,0.0,0.0,Cold gas in the most distant cluster galaxies:  completing the ALMA picture of CL J1449+0856 at z=2
492,U,2015.1.00585.S,Fontani Francesco,EU,3,34,4.6,0.0,0.0,0.0,Are hydrogen and nitrogen isotope fractionations related in precursors of the Solar System?
493,U,2015.1.00189.S,Tristram Konrad,EU,2,97,4.9,0.0,0.0,4.9,The molecular torus of the active galactic nucleus in the Circinus galaxy
494,C,2015.1.00549.S,PiÃ©tu Vincent,EU,4,6,5.6,0.0,0.0,0.0,Dissipation of Solar System size proto-planetary disks
495,C,2015.1.00626.S,Bae Jaehan,NA,4,6,4.9,0.0,0.0,0.0,Searching for infall-disk interactions in HL Tau
496,U,2015.1.00759.T,Tetarenko Alexandra,NA,5,7634,5.7,0.0,0.0,0.0,Constraining the Jet Properties of Transient X-ray Binaries
497,B,2015.1.00861.S,Silverman John,EA,1,3,6.4,0.0,0.0,0.0,Molecular gas content of EXTREME outliers from the star-forming main sequence at z ~ 1.6
498,C,2015.1.00623.S,Russell Helen,EU,2,6,2.2,0.0,0.0,0.0,AGN feedback and jet triggered star formation in Abell 1795
499,C,2015.1.00419.S,Davis Timothy,EU,2,6,5.6,0.0,0.0,2.8,WISDOM: Extending black hole demographics across the mass-size plane with ALMA
500,C,2015.1.00601.S,Leurini Silvia,EU,3,3,7.7,15.3,30.6,0.0,G351.77--0.51: ridge formation caught in the act
501,U,2015.1.00493.S,Mc Leod Anna Faye,EU,3,6,0.6,0.8,1.5,0.0,The missing engine: a bipolar outflow without its star
502,U,2015.1.00061.S,Tobin John,EU,4,67,10.6,0.0,0.0,0.0,Chemistry Unveils the Physics of Embedded Disks
503,U,2015.1.00372.S,Yu Mo,NA,4,6,5.1,0.0,0.0,0.0,Measuring the disk mass in the planet-forming regions with C17O
504,B,2015.1.00872.S,Schulze Andreas,EA,2,6,4.7,0.0,0.0,0.0,Is the central sub-kiloparsec gas surface-density the decisive parameter for fueling supermassive black holes?
505,U,2015.1.00715.S,Fischer William,NA,3,6,3.8,0.0,0.0,0.0,Imaging the Disks of Orion's Protostellar Outbursts
506,C,2015.1.00279.S,Farina Emanuele,EU,1,3,3.7,0.0,0.0,0.0,Triplets of Quasars: Exploring the Origin of Clusters with ALMA
507,U,2015.1.01238.S,De Breuck Carlos,EU,1,9,8.7,0.0,0.0,8.7,An [OI] 63Âµm survey of lensed dusty star-forming galaxies from the SPT survey
508,B,2015.1.00617.S,Agliozzo Claudia,CL,5,7,2.5,0.0,0.0,0.0,Exploring the mass-loss history and the dust content in nebulae around three magellanic luminous blue variable
509,U,2015.1.00740.S,McNamara Brian,NA,2,37,6.5,0.0,0.0,0.0,Molecular Gas Flows and Star Formation in Cluster Cores 
510,B,2015.1.00594.S,Laporte Nicolas,CL,1,7,2.5,0.0,0.0,0.0,Unveiling the properties of a galaxy at the frontiers of the Universe
511,C,2015.1.00187.S,Davis Timothy,EU,2,6,4.8,0.0,0.0,0.0,Gas in the most MASSIVE Galaxies
512,U,2015.1.00855.T,Cordiner Martin,NA,4,6,8.8,17.7,0.0,0.0,Complex Molecules in Comets: Insights into Proto-Solar Organic Chemistry
513,U,2015.1.00104.S,Ginsburg Adam,EU,3,3,5.8,7.8,15.5,0.0,Sgr B2 - The Proving Ground for Star Formation Theories
514,C,2015.1.00576.S,Herczeg Gregory,OTHER,4,6,2.0,0.0,0.0,0.0,Masses of young very low mass stars and brown dwarfs from disk rotation
515,C,2015.1.00331.S,Storm Shaye,NA,3,6,0.8,1.7,3.4,0.0,A Tale of Two Cores: Stellar Birth in the Young L1451 Region
516,U,2015.1.00352.S,Peck Alison,NA,2,7,4.6,0.0,0.0,0.0, A Survey of Extragalactic Megamasers at 321 GHz
517,C,2015.1.00512.S,de Gregorio-Monsalvo Itziar,EU,3,6,6.8,0.0,0.0,0.0,Testing the formation mechanism of sub-stellar objects in Lupus
518,C,2015.1.00379.S,Schinnerer Eva,EU,1,6,9.9,0.0,0.0,0.0,"Gas content and gas depletion time of z>3 massive, star forming galaxies cont."
519,C,2015.1.00260.S,Daddi Emanuele,EU,1,6,6.2,0.0,0.0,0.0,A survey for CO[5-4] emission in star forming galaxies at 1.1<z<1.7
520,U,2015.1.01154.S,Sahai Raghvendra,NA,5,7,3.1,0.0,0.0,0.0,Sculpting Round Circumstellar Envelopes into Bipolar Nebulae: A CO J=3-2 study of the Water-Fountain Nebula IRAS16342-3814
521,B,2015.1.01516.S,Doi Akihiro,EA,2,34,0.8,0.0,0.0,0.0,Mysterious millimeter excess of radio continuum spectrum in the merging Seyfert galaxy NGC 985 with double nucleus
522,U,2015.1.00998.S,Moullet Arielle,NA,4,7,2.6,0.0,0.0,0.0,Monitoring Neptune's stratosphere: localized sinks and sources
523,B,2015.1.00397.S,Lee Jeong-Eun,EA,4,7,4.1,0.0,0.0,0.0,Structure of Protostellar Disks from the Hot Sub-AU Region to the Cold Hundreds-AU Region 
524,B,2015.1.00920.S,Barrientos Felipe,CL,1,746,6.4,0.0,0.0,0.0,"Spatially resolving the CO excitation in a lensed, normal star-forming galaxy at z=1.7 "
525,B,2015.1.00902.S,Ao Yiping,EA,2,6,3.4,0.0,0.0,0.0,Kinetic temperature measurement within galaxies
526,U,2015.1.00694.S,Indebetouw Remy,NA,3,6,1.9,3.9,7.7,0.0,SMC NGC602: a particularly well-characterized case study of low-Z molecular cloud and massive star formation
527,B,2015.1.00223.S,Nakamura Fumitaka,EA,3,36,6.2,12.3,3.8,0.0,Revealing Fragmentation of the Nearest Precluster Clump in Serpens South
528,C,2015.1.00263.S,Pereira Santaella Miguel,EU,2,6,6.6,0.0,0.0,0.0,Multi-phase outflows in ULIRGs: Mapping the massive cold component
529,B,2015.1.01534.S,Sakai Nami,EA,3,86,2.4,1.6,0.0,2.4,Direct Observation of Gas-Phase Methane: A Search for CH$_3$D in the WCCC source L1527
530,U,2015.1.00348.S,Bolatto Alberto,NA,1,7,5.0,0.0,0.0,0.0,The Interstellar Medium and AGN Feedback in a Young QSO
531,C,2015.1.01548.S,Egami Eiichi,NA,1,6,6.4,0.0,0.0,0.0,ALMA Imaging of Bright Cluster-Lensed SMGs Discovered by the Herschel Lensing Survey
532,C,2015.1.00866.S,Hughes A. Meredith,NA,4,96,8.6,0.0,0.0,6.5,Who Stirs the Pot?  Resolving the Vertical Thickness of Debris Disks
533,C,2015.1.00654.S,Zhang Ke,NA,4,69,6.0,0.0,0.0,2.7,Is planet formation preferentially initiated near snow lines?
534,B,2015.1.00204.S,Shidatsu Megumi,EA,5,63,2.1,0.0,0.0,0.0,Search for synchrotron emission from accretion disk of black hle X-ray binary LMC X-3
535,U,2015.1.00132.S,Haan Sebastian,OTHER,2,7,9.7,0.0,0.0,0.0,Probing the Formation of Nuclear Stellar Cusps
536,U,2015.1.00291.S,Hunt Leslie,EU,2,867,5.3,0.0,0.0,2.4,Carbon as a probe of stellar feedback in a low-metallicity starburst
537,C,2015.1.00897.S,Emonts Bjorn,EU,1,3,4.7,9.4,0.0,0.0,Cold gas halos at z~2: evolution of massive galaxies within a molecular IGM
538,B,2015.1.01454.S,Zhang Yichen,CL,3,6,4.4,0.0,0.0,0.0,The Structure of Massive Protostellar Cores
539,B,2015.1.01592.S,Hara Chihomi,EA,3,6,3.3,0.0,0.0,0.0,"Unveiling the nature of an extremely low-luminosity, red YSO detected in the ACA imaging of rho Oph-C: forming phase of very low-mass brown dwarf at the planetary border?"
540,U,2015.1.00163.S,Garcia-Burillo Santiago,EU,2,96,3.1,0.0,0.0,2.0,Probing the feeding/feedback budget in NGC1068 on ~a few pc scales
541,C,2015.1.00196.S,Roman-Duval Julia,NA,3,36,7.7,15.4,30.8,0.0,Zooming in on the parsec-scale structure of CO gas at low metallicity and its relation to star formation
542,U,2015.1.00904.S,Bowler Brendan,NA,4,7,6.1,0.0,0.0,1.4,"The Masses, Diversity, and Evolution of Circum-Planetary Disks"
543,C,2015.1.00023.S,Klaassen Pamela,EU,4,6,6.4,12.9,0.0,0.0,Understanding the Disk Wind from HD 163296
544,C,2015.1.00994.S,Guzman-Ramirez Lizette,EU,5,367,4.9,0.0,0.0,0.0,Weighing the Galactic Bulge Planetary Nebulae
545,U,2015.1.00114.S,Boone Frederic,EU,1,6,7.0,0.0,0.0,0.0,A Representative Spiral Galaxy at z=1 Under the Cosmic Microscope
546,B,2015.1.01559.S,Motta Veronica,CL,1,36,4.2,0.0,0.0,0.0,From Dust till Dark: Dissecting SMM J0658 the brightest strongly lensed galaxy behind the Bullet Cluster
547,C,2015.1.00287.S,Sliwa Kazimierz,NA,2,3769,8.0,0.0,0.0,5.2,The Almost Forgotten Local Ultra Luminous Infrared Galaxy: IRAS 13120-5453
548,B,2015.1.01225.S,Lin Lihwai,EA,2,3,5.9,0.0,0.0,5.9,CO(1-0) Observations of IFU Selected Green Valley Galaxies
549,U,2015.1.00787.S,Meixner Margaret,NA,3,6,22.3,44.6,0.0,0.0,Molecular Gas Survey of 30 Doradus: Probing the Threshold of Star Formation
550,B,2015.1.00242.S,Bauer Franz,CL,1,7,2.9,0.0,0.0,0.0,BASIC: A Bright ALMA Survey of SMGs in the Chandra Deep Field-South
551,B,2015.1.00418.S,Chen Vivien,EA,3,3,2.6,5.2,10.3,0.0,Probing Accretion Flows from Filaments to Massive Star-Forming Cores
552,U,2015.1.01581.S,Lopez Rodriguez Enrique,NA,2,7,16.8,0.0,0.0,16.8,How does the Obscuring Dusty Structure Originate in Active Galactic Nuclei?
553,U,2015.1.01405.S,Allen Veronica,EU,4,7,5.8,0.0,0.0,0.0,The physical and chemical structure of high mass protostellar disks
554,U,2015.1.00416.S,Grellmann Rebekka,EU,3,6,6.1,8.2,0.0,0.0,Multiplicity and clustering properties of massive star forming clusters
555,U,2015.1.00481.S,Saberi Maryam,EU,5,8,4.0,7.9,0.0,4.0,The carbon footprint of R Scl
556,U,2015.1.01364.S,Wang Tao,EU,1,7,4.9,0.0,0.0,0.0,An ALMA 870um census of a forming massive cluster core at z = 2.503
557,C,2015.1.00664.S,Tadaki Ken-ichi,EU,1,6,8.3,0.0,0.0,0.0,Physical mechanisms of bulge formation in galaxies at z=2
558,C,2015.1.00782.S,Johnson Kelsey,NA,2,6,11.0,0.0,0.0,0.0,ALMA-LEGUS: The Impact of Spiral Arm Structure on Molecular Cloud Properties and Star Cluster Formation
559,B,2015.1.01487.S,Miyamoto Yusuke,EA,2,38,6.5,1.9,3.8,1.0,Investigation of Molecular Clouds Traced by CI
560,U,2015.1.01031.S,Cordiner Martin,NA,4,67,8.9,0.0,0.0,0.0,"The production, transport and excitation of Titan's nitriles : Cassini/ALMA synergy"
561,U,2015.1.00288.S,Jimenez-Serra Izaskun,EU,3,8,0.7,0.0,0.0,0.7,Ionized Winds around Massive Stars: Masering Effects in Hydrogen Radio Recombination  Lines.
562,C,2015.1.00296.S,Semenov Dmitry,EU,4,64,2.8,0.0,0.0,0.0,A First Deep Survey of Sulfur Chemistry in Protoplanetary Disks
563,U,2015.1.00129.S,Mangum Jeffrey,NA,2,7,2.1,0.0,0.0,0.0,Dense Gas Thermometry and Densitometry of the Polar Ring Galaxy NGC660
564,U,2015.1.00191.S,Kong Shuo,NA,3,7,3.0,6.0,0.0,0.0,A Tale of Two Cores IV: Astrochemistry in Massive Starless Cores with Cold Gas Tracer o-H2D+
565,U,2015.1.00012.S,Sheth Kartik,NA,1,6,62.9,0.0,0.0,0.0,Mapping the COSMOS with ALMA
566,U,2015.1.00659.S,Henshaw Jonathan,EU,3,6,9.7,19.3,38.6,0.0,Star formation: "The Movie" 
567,B,2015.1.00206.S,Kervella Pierre,CL,5,7,7.1,0.0,0.0,5.3,Unravelling the enigmatic mass loss of Betelgeuse
568,U,2015.1.00558.S,Villicana Pedraza Ilhuiyolitzin,EU,2,7,1.6,0.0,0.0,0.0,Spatially resolved field spectroscopy in starburst galaxies for a maser of H3O+
569,C,2015.1.01053.S,Segura-Cox Dominique,NA,4,36,3.8,0.0,0.0,0.0,Confirming the First Class 0 Circumbinary Disk
570,U,2015.1.01092.S,Simpson James,EU,1,7,7.5,0.0,0.0,7.5,Resolving the properties of bright SMGs on ~200pc scales
571,U,2015.1.01343.T,de Ugarte Postigo Antonio,EU,1,3,3.9,0.0,0.0,0.0,Molecules in high-z star frorming regions probed with GRB afterglows
572,C,2015.1.00598.S,Bureau Martin,EU,2,6,5.5,0.0,0.0,0.0,WISDOM: CO Imaging of SMBH Mass Measurement Candidates
573,U,2015.1.01141.S,Ballering Nicholas,NA,4,6,4.0,0.0,0.0,0.0,Imaging the Source of Exozodiacal Dust Around Gamma Ophiuchi
574,C,2015.1.00801.S,Forbrich Jan,EU,3,3,6.1,0.0,0.0,0.0,A new window on high-energy processes in Young Stellar Objects: millimeter-wavelength flares in Orion
575,U,2015.1.00158.S,Davis Timothy,EU,2,3,3.7,0.0,0.0,3.7,Understanding AGN feedback with gas chemistry in NGC 1266
576,U,2015.1.00871.S,Lee Katherine,NA,3,7,7.6,15.3,30.6,0.0,Toward Understanding the Internal and Intrinsic Structures of Filaments in Serpens Main
577,B,2015.1.00442.S,Hatsukade Bunyo,EA,1,6,8.4,0.0,0.0,0.0,Bright End of Number Counts Revealed by ALMA
578,U,2015.1.01459.S,Yoshida Kento,EA,3,6,6.5,0.0,0.0,0.0,The 12C/13C Anomaly of c-C3H2 in the Protostellar Envelope of L1527 at a 200 AU Scale
579,U,2015.1.01276.S,Kenworthy Matthew,EU,4,7,5.1,0.0,0.0,0.0,Direct detection of a primordial giant exoring system around J1407b
580,U,2015.1.00361.S,Kim Hyosun,EA,5,6,1.9,2.6,5.2,0.0,Binary properties encoded in the circumstellar spiral pattern of AFGL 3068
581,U,2015.1.00663.S,Yen Hsi-Wei,EA,4,7,4.2,0.0,0.0,4.2,Magnetic Field and Rotation in Proto-circumstellar Disk Formation
582,C,2015.1.00935.S,Sun Ai-Lei,NA,2,67,6.9,0.0,0.0,0.0,Molecular Outflow in Quasar SDSS J1356+1026
583,U,2015.1.00148.S,Ikarashi Soh,EA,1,769,7.8,0.0,0.0,1.2,Confirmation of candidate z~6 AzTEC/ASTE-selected submillimetre galaxies pinpointed by ALMA
584,C,2015.1.00304.S,Knudsen Kirsten,EU,1,6,5.8,0.0,0.0,0.0,Detecting [CII] in two strongly lensed z~6 star-forming galaxies
585,U,2015.1.00640.S,Lu Xing,NA,3,6,2.5,0.0,0.0,0.0,Confirming Deeply Embedded Protostelar Population in the Central Molecular Zone
586,C,2015.1.00497.S,Davis Timothy,EU,2,3,5.6,0.0,0.0,0.0,The ALMA Fornax Cluster Survey (AlFoCS)
587,U,2015.1.00946.S,Nishimura Yuri,EA,3,3,4.7,0.0,0.0,0.0,Characterizing Molecular-Cloud-Scale Chemistry in the Large Magellanic Cloud
588,U,2015.1.00573.S,Stott John,EU,1,7,6.6,0.0,0.0,0.0,Probing the z=1.0 Kennicutt-Schmidt law by combining ALMA observations with KROSS
589,B,2015.1.00335.S,Menard Francois,CL,4,6,2.2,0.0,0.0,0.0,Probing Dust and Gas Evolution in Disks: The Pivotal Chamaeleon II association
590,B,2015.1.00336.S,Mardones Diego,CL,3,6,4.0,8.0,15.9,0.0,X marks the spot: outflow-infall interaction in B335
591,C,2015.1.00762.S,Ertel Steve,EU,4,6,3.5,0.0,0.0,0.0,The nature and origin of the Solar system scale disk in the Helix Nebula
592,U,2015.1.00363.S,Cordiner Martin,NA,5,7,7.6,0.0,0.0,7.6,Characterizing the Remarkable Chemistry of the Eta Carinae Homunculus
593,C,2015.1.01019.S,Salome Quentin,EU,2,3,3.6,7.2,0.0,0.0,Star formation efficiency in the outer filament of Centaurus A
594,C,2015.1.00860.S,Temi Pasquale,NA,2,6,3.0,0.0,0.0,0.0,CO and AGN feedback in massive galaxies
595,U,2015.1.00854.S,Finkelstein Steven,NA,1,6,2.9,0.0,0.0,2.9,Spectroscopic Confirmation of Galaxies in the Reionization Era
596,U,2015.1.00289.S,Cortes Paulo,NA,3,6,6.9,0.0,0.0,6.9,Interferometric mapping of magnetic fields in the W43 mini-starburst
597,U,2015.1.00972.S,Wang Ran,OTHER,1,36,12.1,0.0,0.0,0.0,Quasar-Galaxy Co-evolution within 900 Myr of the Big Bang
598,U,2015.1.00698.S,Clemens Marcel,EU,2,3467,4.7,3.2,3.5,0.0,Is free-free emission suppressed in (U)LIRGs? An in-depth study of IC 1623.
599,U,2015.1.01100.S,Ireland Michael,OTHER,4,6,2.0,0.0,0.0,2.1,Snapshot of Giant Planet Assembly: The Circumplanetary Disk of LkCa 15b
600,C,2015.1.00767.S,Yusef-Zadeh Farhad,NA,3,74,3.7,0.0,0.0,0.0,Protoplanetary Disks Near Sgr A*
601,U,2015.1.00034.S,Liu Hauyu Baobab,EA,4,6,2.8,0.0,0.0,2.8,Circumstellar Disks of the Most Vigorously Accreting Protostars
602,U,2015.1.00351.S,Zhang Qizhou,NA,3,7,3.9,0.0,0.0,3.9,Are Sub-virial Cores in IRDC G28.34 Supported by Magnetic Fields?
603,U,2015.1.00429.S,Simpson James,EU,1,7,1.2,0.0,0.0,0.0,Extreme Multiplicity of Submm Sources
